id,timestamp,value,datetime
2029349,1784678400.7427683,67020.0,2026-07-22 00:00:00.742768288
2029350,1784678401.743806,67040.0,2026-07-22 00:00:01.743805885
2029351,1784678402.7446673,67020.0,2026-07-22 00:00:02.744667292
2029352,1784678403.7449343,67020.0,2026-07-22 00:00:03.744934320
2029353,1784678404.7460835,67020.0,2026-07-22 00:00:04.746083498
2029354,1784678405.74633,67020.0,2026-07-22 00:00:05.746330023
2029355,1784678406.7466264,67020.0,2026-07-22 00:00:06.746626377
2029356,1784678407.7473,67040.0,2026-07-22 00:00:07.747299910
2029357,1784678408.747852,67040.0,2026-07-22 00:00:08.747852087
2029358,1784678409.7480288,67040.0,2026-07-22 00:00:09.748028755
2029359,1784678410.748938,67020.0,2026-07-22 00:00:10.748938084
2029360,1784678411.749282,67040.0,2026-07-22 00:00:11.749281883
2029361,1784678412.750134,67020.0,2026-07-22 00:00:12.750133991
2029362,1784678413.750372,67040.0,2026-07-22 00:00:13.750371933
2029363,1784678414.7504115,67040.0,2026-07-22 00:00:14.750411510
2029364,1784678415.7511437,67040.0,2026-07-22 00:00:15.751143694
2029365,1784678416.7517514,67040.0,2026-07-22 00:00:16.751751423
2029366,1784678417.7518516,67040.0,2026-07-22 00:00:17.751851559
2029367,1784678418.752878,67040.0,2026-07-22 00:00:18.752877951
2029368,1784678419.7536595,67040.0,2026-07-22 00:00:19.753659487
2029369,1784678420.754104,67040.0,2026-07-22 00:00:20.754103899
2029370,1784678421.754314,67040.0,2026-07-22 00:00:21.754313946
2029371,1784678422.755103,67040.0,2026-07-22 00:00:22.755103111
2029372,1784678423.7561383,67040.0,2026-07-22 00:00:23.756138325
2029373,1784678424.7563033,67040.0,2026-07-22 00:00:24.756303310
2029374,1784678425.756607,67040.0,2026-07-22 00:00:25.756607056
2029375,1784678426.7573428,67040.0,2026-07-22 00:00:26.757342815
2029376,1784678427.7580695,67040.0,2026-07-22 00:00:27.758069515
2029377,1784678428.758305,67040.0,2026-07-22 00:00:28.758305073
2029378,1784678429.758593,67040.0,2026-07-22 00:00:29.758593082
2029379,1784678430.7588458,67040.0,2026-07-22 00:00:30.758845806
2029380,1784678431.7596805,67040.0,2026-07-22 00:00:31.759680510
2029381,1784678432.7605815,67040.0,2026-07-22 00:00:32.760581493
2029382,1784678433.7612092,67040.0,2026-07-22 00:00:33.761209249
2029383,1784678434.7615402,67040.0,2026-07-22 00:00:34.761540174
2029384,1784678435.7626412,67040.0,2026-07-22 00:00:35.762641191
2029385,1784678436.7634246,67040.0,2026-07-22 00:00:36.763424635
2029386,1784678437.7635088,67040.0,2026-07-22 00:00:37.763508797
2029387,1784678438.7643163,67040.0,2026-07-22 00:00:38.764316320
2029388,1784678439.7648506,67020.0,2026-07-22 00:00:39.764850616
2029389,1784678440.7655084,67040.0,2026-07-22 00:00:40.765508413
2029390,1784678441.7655244,67020.0,2026-07-22 00:00:41.765524387
2029391,1784678442.765628,67040.0,2026-07-22 00:00:42.765628099
2029392,1784678443.7664697,67040.0,2026-07-22 00:00:43.766469717
